AlarmBoxwBorough,Address
R1492,"SEA VIEW AVE & MASON AVE, New York, NY 10305"
R2397,"ARLENE ST & PAULDING AVE\OCEANIC VFD, New York, NY 10314"
X4099,"TIERNEY PL-470' NORTH OF LONGSTREET AV, New York, NY NA"
B8047,"FLUSHING & WASHINGTON AVES-NAVAL SUPPORT, New York, NY NA"
R1906,"KIRCHON AVE & ELSON ST, New York, NY 10314"
M8300,"PS 108 MADISON AVE BET 108 & 109 STS, New York, NY 10029"
X7417,"IRT 2&5 - NEREID AVE & WHITE PLAINS RD, New York, NY NA"
M8148,"PATH STATION  W 23 ST & 6 AVE, New York, NY 10010"
Q4363,"H. HARDING EXPY NO. SVC RD & 168 ST, New York, NY NA"
R0356,"BEMENT & EAST RALEIGH AVES, New York, NY 10310"
R3881,"ST. ALBANS PLACE AND THORNYCROFT AVE, New York, NY 10312"
R2197,"MERRILL AVE & FIRTH RD\OCEANIC VFD, New York, NY 10314"
R1876,"ADAMS AND NORTH RAILROAD AVES, New York, NY 10306"
R4692,"SEGUINE AVE & JOHNSTON TERR, New York, NY 10309"
R2857,"TYSEN CT & CENTER ST/RVFD, New York, NY 10306"
X2713,"ED L. GRANT HWY & W169 ST, New York, NY 10452"
X8966,"E/B WASHINGTON BDG MID SPAN BX SIDE, New York, NY NA"
Q4359,"E/S WHITESTONE EXPY & 9 AVE, New York, NY 11357"
R2973,"AMY CT & WINDHAM LOOP\RICHMOND VFD, New York, NY 10314"
B8182,"P.S. 243, TROY AVE. & BERGEN ST., New York, NY NA"
M7316,"IRT 1 ? W 50 ST & BROADWAY, New York, NY NA"
X7213,"IND B&D ? E FORDHAM RD & GRAND CONCOURSE, New York, NY NA"
Q4666,"ON 88 ST NORTH OF 77 AVE, New York, NY 11385"
Q8176,"TOWNSAND HARRIS HS MELBOURNE AVE & 149 S, New York, NY NA"
X4194,"CROSS BX EXPY WB SVC RD-BTW EDISON & TRE, New York, NY 10465"
R2463,"EBONY ST & ILION PL\RICHMOND VFD, New York, NY 10306"
Q4349,"20 AVE & 139 ST, New York, NY 11356"
M2017,"BATTERY PL & 2 PL, New York, NY 10280"
R0587,"DU BOIS AVE & MARION ST, New York, NY 10310"
R0757,"MAPLE AND GROVE AVES, New York, NY NA"
B7095,"BMT J&Z @ GATES AVE & BWAY, New York, NY 11221"
Q8869,"VAN WYCK XWAY & 116 AVE, New York, NY 11420"
M8211,"HARLEM RIVER DR - W 158 ST TO W 164 ST, New York, NY 10039"
X7365,"IRT 6 -CASTLE HILL AVE & WESTCHESTER AVE, New York, NY 10462"
Q1315,"ROCKAWAY BEACH BLVD & BEACH 73 ST, New York, NY 11692"
R2967,"WINDHAM LOOP & MARSH AVE VFD, New York, NY 10314"
R3780,"MIMOSA LANE & ASHTON DRIVE, New York, NY 10312"
Q6505,"GRAND CENTRAL PKWY & 160 ST, New York, NY 11432"
Q9342,"ROCKAWAY BLVD & SPRINGFIELD BLVD, New York, NY 11413"
R3497,"CLEVELAND AVE AND HYLAN BLVD, New York, NY 10308"
X8927,"NE THWY NB AT EXIT RAMP TO PELHAM PKWY W, New York, NY NA"
R2623,"TYSENS LANE AND FINLEY AVE, New York, NY 10306"
R2875,"RICHMOND RD & MC KINLEY AVE\RICHMOND VFD, New York, NY 10306"
M7023,"BMT R @ WHITEHALL ST - SOUTH FERRY, New York, NY 10004"
R0679,"MC CLEAN AND OCEAN AVES, New York, NY 10305"
R0667,"CHICAGO AND LANDIS AVES, New York, NY 10305"
M7476,"IND Q - E 86 ST & 2 AVE, New York, NY 10028"
R2142,"GULF & BLOOMFIELD AVES\OCEANIC VFD, New York, NY 10314"
R8752,"BAYONNE BRIDGE TOLL PLAZA->, New York, NY NA"
R2417,"COMBS AVE & BARBARA ST/RVFD, New York, NY 10306"
M7441,"IRT 2&3 ? W 110 ST CENT PK W  & LENOX AV, New York, NY NA"
Q0429,"STA261-IND E-F-G-R-71ST & CONTINENTAL AV, New York, NY NA"
M8337,"FDNY TRAINING CNTR BLDG 9 RANDALLS IS, New York, NY NA"
R2097,"OTIS AVE & NORTH RAILROAD AVE, New York, NY 10306"
Q6282,"215 ST & 32 RD, New York, NY 11361"
Q8504,"87 RD & ELDERTS LA, New York, NY 11421"
Q9314,"BOAT BASIN PK FIELD N OF NORTHERN BLV, New York, NY NA"
R3432,"HYLAN BLVD AND JUSTIN AVE, New York, NY 10306"
X7385,"IRT 4 - W 176 ST & JEROME AVE, New York, NY NA"
R8731,"W SHORE XWAY N/B 2700' N OF ARDEN AVE, New York, NY NA"
B7028,"BMT M&R @ UNION ST & 4 AVE, New York, NY NA"
R0887,"VICTORY BLVD OPP HIGHLAND AVE, New York, NY 10301"
Q6964,"NORTHERN BLVD & CLEARVIEW EXPY W/SVC RD, New York, NY 11361"
R3441,"O'GORMAN AVE AND REDGRAVE AVE, New York, NY 10306"
Q4640,"14 AVE & 153 PL, New York, NY 11357"
R4375,"BOYNTON ST AND DEAD END (LENEVAR AVE), New York, NY 10309"
X7388,"IRT 4 - W 167 ST & JEROME AVE, New York, NY 10452"
R2473,"AMBOY RD & BEACH AVE\RICHMOND VFD, New York, NY 10306"
R2791,"RICHMOND & NOME AVES, New York, NY 10314"
R2220,"NORTH RAILROAD AVE AND CLOISTER PL, New York, NY 10306"
R1226,"SOUTH BEACH AVE & OLYMPIA BLVD, New York, NY 10305"
Q6388,"G.C.P. S/SVC RD-600' E OF COMMONWEALTH B, New York, NY 11426"
Q8055,"PS 77 SENECA AVE & CENTRE ST., New York, NY NA"
R1521,"NORTH GANNON AVE & PERRY AVE, New York, NY 10314"
X7368,"IRT 6 - MORRISON AVE & SOUNDVIEW AVE, New York, NY NA"
X3788,"PALISADE AVE & KIPP RD, New York, NY 10471"
R2365,"RIVINGTON & FREEDOM AVES\OCEANIC VFD, New York, NY 10314"
R2840,"CORBIN AVE & LEVERETT AVE, New York, NY 10308"
Q8578,"E/S WOODHAVEN BLVD & 98 ST, New York, NY 11421"
B7036,"BMT R @ BAY RIDGE AVE - 69 ST & 4 AVE, New York, NY 11209"
B8556,"NYCTA YARDS AVE X & MCDONALD AVE N AREA, New York, NY NA"
X8822,"IFO ADMIN BLDG IN OLD FORT SCHUYLER, New York, NY NA"
B7352,"IRT 3 @ NE LOTS & LIVONIA AVES, New York, NY 11207"
R3568,"ROLLING HILL GREEN WEST OF SUTTON PL, New York, NY 10312"
R1296,"HILLCREST COURT AND LAKEVIEW TERRACE, New York, NY 10305"
R1785,"BYRNE AND NORTH GANNON AVES, New York, NY 10314"
Q1062,"DINSMORE AVE & BEACH 12 ST, New York, NY 11691"
B7238,"IND F&G @ SMITH & 9 STS, New York, NY 11215"
X8929,"N.E. THWY NB 4/10 MI NO. OF PELHAM PKWY, New York, NY 10469"
M7010,"BMT N-R @ W 49 ST & BWAY, New York, NY 10019"
X3241,"SACKETT & RADCLIFF AVES, New York, NY 10462"
X7363,"IRT 6 - WESTCHESTER SQ & E TREMONT AVE, New York, NY 10462"
M7020,"BMT R @ CITY HALL - BWAY, New York, NY NA"
X7386,"IRT 4 - MT EDEN AVE & JEROME AVE, New York, NY NA"
M7311,"IRT 1 ? W 86 ST & BROADWAY, New York, NY NA"
R1367,"NEALDOW AVE & SPRINGFIELD AVE, New York, NY 10314"
X7211,"IND B&D-BEDFORD PK BLVD & GRAND CONCOURS, New York, NY NA"
B7094,"BMT J @ HALSEY ST & BWAY, New York, NY 11221"
B7348,"IRT 3 @ ROCKAWAY & LIVONIA AVES, New York, NY 11212"
R2316,"SHIRRA & MC DIVITT AVES, New York, NY 10314"
M8780,"QUEENBORO BRDG ?QUEENS BOUND-LOWER LEVL, New York, NY NA"
R2467,"TYSENS LANE AND COVERLY ST, New York, NY 10306"
X7364,"IRT 6 - ZEREGA AVE & WESTCHESTER AVE, New York, NY NA"
B7343,"IRT 3 @ NOSTRAND AVE & EASTERN PKWY, New York, NY 11216"
R2972,"FOREST HILL RD & STONE LA\RICHMOND VFD, New York, NY NA"
Q6783,"79 AVE & 270 ST, New York, NY 11040"
B7237,"IND F&G @ CARROLL & SMITH STS, New York, NY NA"
B7092,"BMT J&Z @ BWAY JUNCTION & FULTON ST, New York, NY NA"
Q0449,"STA 449- IRT #7- 111 ST & ROOSEVELT AVE, New York, NY NA"
Q8020,"RIKERS IS BLDG D NORTH COMMAND, New York, NY 11370"
R2856,"RICHMOND RD & ARTHUR KILL RD/RVFD, New York, NY 10306"
B7130,"BMT L @ WILSON AVE & MOFFAT ST, New York, NY NA"
R1106,"SELVIN LOOP 100' S OF AMITY PL, New York, NY 10303"
R1910,"HILLMAN AVE 300' W OF MORGAN LA, New York, NY 10314"
R2451,"DALTON & MOBILE AVES\RICHMOND VFD, New York, NY 10306"
R2044,"COLFAX AND NORTH RAILROAD AVES, New York, NY 10306"
Q5044,"W SVC RD VAN WYCK XWAY & ALWICK RD, New York, NY 11420"
R2374,"SIGNS RD & TODDY AV\OCEANIC VFD, New York, NY 10314"
B8519,"PS-IS 366K 963-965 E 107 ST, New York, NY NA"
B7287,"IND G @ FLUSHING & UNION AVES, New York, NY NA"
R1437,"BURGHER AVE & NORTH RAILROAD AVE, New York, NY 10304"
Q8314,"CREEDMORE SECT3 COMMONWEALTH /UNION TNPK, New York, NY 11426"
R3433,"HYLAN BLVD & BAY TER->, New York, NY 10306"
X4192,"PHILIP AV & THROGS NECK EXPY N/B SVC RD, New York, NY 10465"
Q3008,"LAUREL HILL BLVD & NEW CALAVARY CEMET, New York, NY 11377"
B7286,"IND G @ BWAY & UNION AVE, New York, NY 11206"
R2228,"MILL RD & NEW DORP LA->, New York, NY 10306"
R0376,"BROADWAY & RICHMOND TERRACE, New York, NY 10310"
X8845,"PS 153X CO-OP CITY ED PARK BLDG A-200'S, New York, NY NA"
Q4598,"LAX AVE & 124 ST, New York, NY 11356"
M7332,"IRT 2&3- FULTON ST & WILLIAM ST, New York, NY 10038"
R1497,"GARRETSON AND NORTH RAILROAD AVES, New York, NY 10305"
R4472,"LEXA PL. & SOUTH R.R. ST, New York, NY 10312"
Q6340,"DOUGLASTON PKWY & 40 AVE, New York, NY NA"
R2364,"RIVINGTON & MULBERRY AVES\OCEANIC VFD, New York, NY 10314"
R2423,"CENTER ST & WILDER AVE/RVFD, New York, NY 10306"
R2897,"ANDREWS AVE & BARBARA ST\RICHMOND VFD, New York, NY 10306"
R1272,"DELPHINE TERRACE AND WINDERMERE RD, New York, NY 10305"
R2898,"WOLVERINE & THOMAS STS\RICHMOND VFD, New York, NY 10306"
R3542,"ARDEN AND IONIA AVES, New York, NY 10312"
R2717,"ROCKLAND & BRIELLE AVES\RICHMOND VFD, New York, NY 10314"
X7425,"IRT 2&5 -BRONX PK EAST & WHITE PLAINS RD, New York, NY 10462"
R2028,"MAPLETON AVE & COLONY ST, New York, NY 10306"
Q2042,"163 AV & 104 ST-W OCEAN AV & DAVENPOR, New York, NY 11414"
R1110,"LISK AVE & WOLKOFF LA, New York, NY 10303"
M8239,"H HUDSON PKWY - W 71 ST TO W 73 ST, New York, NY NA"
Q0412,"STA 202-IND A&S-BCH 105ST & RCWY FREEWAY, New York, NY NA"
R2624,"TYSENS LA. & ROMA AVE., New York, NY 10306"
X8967,"W/B WASHINGTON BDG MID SPAN BX SIDE, New York, NY 10453"
R2283,"ALLISON AVE & SOUTH RAILROAD AVE, New York, NY 10306"
R2516,"FOREST ST & LISA PL\OCEANIC VFD, New York, NY 10314"
R4071,"DELMAR AVE AND WOODROW RD, New York, NY 10312"
R3233,"CORTELYOU AVE AND EAST BRANDIS AVE, New York, NY 10308"
R4336,"VERNON & RATHBUN AVES, New York, NY 10309"
R3243,"ARMSTRONG AVE AND EAST PERKIOMEN AVE, New York, NY 10308"
R1081,"SPRING ST AND EMERSON COURT, New York, NY 10304"
R0680,"MC CLEAN AND TOMPKINS AVES, New York, NY 10305"
R0286,"SUNRISE TERRACE & TROSSACH RD, New York, NY 10304"
B7066,"BMT D&M @ 18 AVE & 86 ST, New York, NY NA"
B7057,"BMT F&Q @ W 8 ST & SURF AVE - AQUARIUM, New York, NY NA"
X8546,"PS 130, PROSPECT AVE & 156 ST, New York, NY NA"
X8999,"BX RIV PKWY & CTY LINE-NTFY YONKERS FD->, New York, NY 10466"
R2438,"RIEDEL AVE & HITCHCOCK AVE/RVFD, New York, NY 10306"
M7222,"IND F @ MAIN ST - ROOSEVELT ISL, New York, NY NA"
R1109,"MERSEREAU AVE & NETHERLANDS AVE, New York, NY 10303"
R2499,"ALTAMONT & NIGHTINGALE STS\RICHMOND VFD, New York, NY 10306"
B7043,"BMT B&Q @ PARKSIDE & OCEAN AVES, New York, NY NA"
X7430,"IRT 2&5 - SIMPSON ST & WESTCHESTER AVE, New York, NY NA"
M7467,"IRT 7 ? W 42 ST & BROADWAY - TIMES SQ, New York, NY 10036"
Q6466,"77 AVE & 269 ST, New York, NY 11040"
R1079,"WILSON TERRACE AND MADIGAN PL, New York, NY 10304"
R1298,"VIRGINIA AVE AND ROCKWELL (ROCKVILLE) AV, New York, NY 10305"
Q0497,"STA197-INDA-AQUEDUCT-NCONDUIT&COHANCEYST, New York, NY NA"
R1872,"STOBE AVE AND VERA ST, New York, NY 10306"
Q6679,"WHITEHALL TERR & HOLLIS COURT BLVD, New York, NY 11427"
R3026,"FOXBEACH AVE & GREAT KILLS LA->, New York, NY NA"
M7319,"IRT 1 ? W 28 ST & 7 AVE, New York, NY NA"
B7059,"BMT D&M @ 9 AVE & 45 ST, New York, NY NA"
R1997,"WILLOWBROOK RD, OPP HOLGATE ST, New York, NY 10314"
R0138,"NORTH RANDALL & CASTLETON AVES, New York, NY 10301"
Q9302,"HARPER ST & NORTHERN BLVD-W/SVC RD, New York, NY 11368"
Q2041,"161 AVE & 102 ST, New York, NY 11414"
R2515,"VICTORY BLVD & SPEEDWELL AVE/OVFD, New York, NY 10314"
X8965,"MACOMBS DAM BRIDGE>>, New York, NY NA"
M7144,"IND A - DYCKMAN ST & BWAY, New York, NY NA"
R2443,"RIEDEL AVE & THOMAS ST/RVFD, New York, NY 10306"
M8398,"HARLEM RIVER DR - W 178 ST TO W 184 ST, New York, NY NA"
M7159,"IND B&C @ W 81 ST & CENTRAL PK W, New York, NY 10024"
M7299,"IRT 1 ? DYCKMAN ST  & NAGLE AVE, New York, NY NA"
Q8164,"RIKERS IS-BLDG C, New York, NY 11370"
X4502,"HUTCHINSON RIV PKWY AT ORCHARD BEACH EXI, New York, NY 10464"
M1006,"FREEDOM PLACE & W 68 ST, New York, NY NA"
M8743,"H HUDSON PKWY - W 143 TO W 147 STS, New York, NY NA"
R3853,"HYLAN BLVD & ARMSTRONG AVE, New York, NY 10308"
R0960,"WILLCOX ST & CAROL PL, New York, NY 10303"
R3786,"STACK DRIVE AND MYRNA LANE, New York, NY 10312"
M8295,"PS 146 106 ST & FIRST AVE, New York, NY NA"
R4530,"LION ST AND MAIDEN LANE, New York, NY 10307"
X7293,"IRT 1 ? W 242 ST & BWAY VAN CORTLANDT PK, New York, NY NA"
Q3274,"N/S GCP E OF 27 AVE, New York, NY 11369"
R0107,"PENDLETON AVE & ARNOLD ST, New York, NY 10301"
Q8038,"65-21 MAIN ST, CUNY LAW SCHOOL, New York, NY 11367"
R1957,"CHRISTOPHER LA 500' N OF VICTORY BLVD, New York, NY 10314"
R2210,"SOUTH RAILROAD AVE & LOCUST AVE, New York, NY 10306"
R2878,"CLARKE AVE & KENSICO ST\RICHMOND VFD, New York, NY 10306"
B7284,"IND G @ NASSAU & MANHATTAN AVES, New York, NY 11222"
R1944,"RICHMOND AVE AND WEST CASWELL AVE, New York, NY 10314"
R2078,"GREELEY AVE AND HYLAN BLVD, New York, NY 10306"
X3930,"DELAFIELD AVE & W 257 ST, New York, NY 10471"
X4388,"ARNOW AND GRACE AVES, New York, NY 10469"
B8511,"NEW UTRECHT HS-79 TO 80 STS-BTW 16 & 17, New York, NY 11214"
R2796,"FREEDOM AV & KNAPP ST/OCEANIC VFD, New York, NY 10314"
B7245,"IND F @ 18 AVE & MCDONALD AVE, New York, NY NA"
Q7072,"GRAND AVE & E/S OF N.Y. CONN RAILROAD, New York, NY NA"
R2894,"ANDREWS AVE & CENTER ST\RICHMOND VFD, New York, NY 10306"
Q6293,"TOTTEN RD 800' E OF BELL BLVD, New York, NY 11359"
R1277,"OLGA PLACE & POUCH TERRACE, New York, NY 10305"
Q0484,"STA 84-BMT J&Z-  85 ST & JAMAICA AVE, New York, NY NA"
X4650,"BRUCKNER EXPY SB SVC RD & CROSBY AVE, New York, NY 10461"
R4096,"IONIA AND BELFIELD AVES, New York, NY 10312"
R2404,"CLARKE AVE & COTTER AVE\RICHMOND VFD, New York, NY 10306"
R8088,"ST. CLARES SCHOOL 151 LINDENWOOD RD., New York, NY NA"
M8302,"PS 83, N/S 109 ST BTW 2 & 3 AVES, New York, NY NA"
X7375,"IRT 6 - CYPRESS AVE & E 138 ST, New York, NY NA"
B7335,"IRT 2&3 @ BORO HALL-CLARK & FULTON STS, New York, NY NA"
M8605,"FDR DR - E 5 TO E 7 ST, New York, NY 10009"
R0345,"PELTON AVE & RICHMOND TERR, New York, NY NA"
Q0495,"STA 195- IND A- LEFFERTS BLVD & LIBERTY, New York, NY NA"
B7253,"IND F @ NEPTUNE AVE & W 6 ST, New York, NY NA"
M0369,"GREENE & WEST 3 STS, New York, NY 10012"
R2436,"HITCHCOCK A & RICHMOND RD\RICHMOND VFD, New York, NY 10306"
R0971,"MAPLE PWAY & CONTINENTAL PL, New York, NY 10303"
Q8025,"ROXBURY FIRE DEPT VOLS 42 FORT TILDEN, New York, NY 11697"
R2975,"ELMWOOD PARK DR & DEVON LOOP/RVFD, New York, NY 10314"
M8473,"WATERSIDE COMPLEX - FDR DRIVE & 27 ST., New York, NY 10010"
X4385,"EARHART LA OPP BLDG 240-247 S/SECT CO-OP, New York, NY 10475"
Q0460,"STA 460-IRT 7-33ST-RAWSON ST & QUEENS BL, New York, NY NA"
Q0444,"STA279-IND E-J-Z-SUTPHIN BL&ARCHER AV JF, New York, NY NA"
R8073,"MSGR FARRELL HS 2900 AMBOY RD/TYSENS LA, New York, NY 10306"
R2422,"ARDSLEY ST & MAPLEWOOD AV\RICHMOND VFD, New York, NY 10306"
Q0423,"STA 255- IND F- 169 ST & HILLSIDE AVE, New York, NY NA"
R2232,"FINLEY AVE AND NEW DORP LANE, New York, NY NA"
Q7017,"NW CORNER QNS MIDTOWN EXPY & 57 DR, New York, NY 11378"
R8002,"ST GEORGE FERRY TERM UL WAITING RM EASTE, New York, NY NA"
B7091,"BMT J&Z @ ALABAMA AVE & FULTON ST, New York, NY NA"
R1966,"WILLOW RD WEST AND SUMNER AVE, New York, NY 10314"
M8489,"HARLEM RIVER DR - W 173 ST TO W 178 ST, New York, NY NA"
B7179,"IND A&C @ NOSTRAND AVE & FULTON ST, New York, NY NA"
X7379,"IRT 4 - MOSHOLU PKWY & JEROME AVE, New York, NY 10467"
R4197,"SHARROTTS AND ARTHUR KILL RDS, New York, NY 10309"
R1721,"SOUTH GANNON AND WOOLEY AVES, New York, NY 10314"
R2221,"ROSE AVE AND NEW DORP PLAZA, New York, NY 10306"
Q4285,"S/S FLUSHING AVE & 59 RD, New York, NY 11378"
X7295,"IRT 1 ? W 231 ST & BWAY, New York, NY 10463"
X8865,"PS 24 236 ST & INDEPENDENCE AV, New York, NY NA"
Q1035,"SEAGIRT BLVD 1200' W. OF NASSAU COUNTY, New York, NY 11691"
Q6912,"S/S OF NORTHERN BLVD & 166, New York, NY 11358"
R8744,"SI XWAY BTW SLOSSON AVE & BRADLEY AVE, New York, NY 10314"
R3827,"HOLLY AVE AND ELEANOR LANE, New York, NY 10308"
R8082,"PS 25 MOUNT LORETTO HYLAN BLVD, New York, NY NA"
Q8175,"HILLSIDE HOSP LOWENSTEIN PAV 75-59 263 S, New York, NY 11004"
R3567,"ROLLING HILL GREEN & HICKORY CIRCLE, New York, NY 10312"
X2498,"HUNTS POINT AVE & EAST RIVER, New York, NY NA"
Q2024,"101 ST & 161 RD, New York, NY 11414"
B8688,"SHORE RD DRIVE UNDER 3 AV, New York, NY 11220"
Q3928,"S/S CROSS IS PWAY 200' W OF 208 ST, New York, NY 11360"
M8472,"WATERSIDE-FDR DR & 27 ST-N/S BLDG 10-ST, New York, NY 10010"
R2431,"MEISNER AVE & LONDON RD\RICHMOND VFD, New York, NY 10306"
X4383,"EARHART LA OPP BLDG 26B S/SECT CO-OP CIT, New York, NY 10475"
R0366,"NORTH BURGHER AVE & FOREST AVE, New York, NY NA"
R8070,"WILLOWBROOK STATE SCHOOL BLDG 1 PD RM, New York, NY NA"
M8317,"US POST OFFICE MORGAN ANNEX 9 AV 30 ST, New York, NY NA"
R3170,"SIMMONS LA  315'S OF VICTORY BLVD, New York, NY 10314"
M8393,"PS115 177 ST BTW AUDUBON & ST NICHOLAS A, New York, NY NA"
M7309,"IRT 1 ? W 103 ST & BROADWAY, New York, NY 10025"
R0453,"PARK HILL LANE & PARK HILL CIRCLE, New York, NY 10304"
Q3257,"GCP W SVC RD & HARDING XWAY S, New York, NY 11375"
Q0408,"STA108-BMT M- METROPOLITAIN AV & 67 ST, New York, NY NA"
B7186,"IND C @ VAN SICLEN & PITKIN AVES, New York, NY 11207"
B8507,"PS 229 BENSON & 14 AVES, New York, NY NA"
M1519,"MARGINAL ST BENEATH 3 AVE BRIDGE, New York, NY NA"
M7103,"BMT LP J-M-Z BOWERY & DELANCEY ST, New York, NY 10012"
R1526,"MOUNTAIN VIEW AND PURDY AVES, New York, NY 10314"
Q4170,"70 AVE & 71 PL, New York, NY 11385"
R1925,"FIELDSTONE RD AND NADEL PL, New York, NY 10314"
R1954,"WILLOW RD WEST AND FARADAY ST, New York, NY 10314"
M8135,"U/L H HUDSON PKWY N/B TOLL BOOTH, New York, NY NA"
R1747,"MARTIN AND NORTH GANNON AVES, New York, NY 10314"
R2454,"ENFIELD PL & RICHMOND RD\RICHMOND VFD, New York, NY 10306"
M8336,"FDNY TRAINING CNTR-MAIN GATE-RANDLS IS, New York, NY NA"
R4556,"MADSEN AV-BTW BOSCOMBE AV & RICH. VALLEY, New York, NY 10309"
M1731,"RIVERSIDE DR AND 177TH ST, New York, NY NA"
R2037,"HAMDEN AND SOUTH RAILROAD AVES, New York, NY 10306"
B8449,"IS 611K - 68 WATER ST, New York, NY NA"
Q0441,"STA 273-IND E-G-R-V- JACKSON AVE-QNS PLZ, New York, NY NA"
X7387,"IRT 4 - W 170 ST & JEROME AVE, New York, NY NA"
X4020,"FERRY POINT PARK -N/S OF WHITESTONE BRDG, New York, NY NA"
Q2052,"159 RD & LILY PL, New York, NY 11414"
Q7101,"OLD MASPETH AVE & 47 ST., New York, NY 11378"
M7149,"IND C ? W 163  ST  & AMSTERDAM AVE, New York, NY NA"
X8814,"WHITESTONE BRIDGE ? ADMIN BLDG, New York, NY 10465"
Q0401,"STA 1-BMT N&W - DITMARS BLVD & 31 ST, New York, NY NA"
M8445,"PS 916M @ 168 MORNINGSIDE AVE, New York, NY NA"
X4430,"GIVAN AVE AND CONNER ST, New York, NY 10475"
B7039,"BMT R @ 95 ST & 4 AVE, New York, NY 11209"
X7443,"IRT  5 - BAYCHESTER AVE & TILLOTSON AVE, New York, NY NA"
R2378,"CROFT & GOLLER PLS\OCEANIC VFD, New York, NY 10314"
R2612,"TYSENS LANE AND 8TH ST, New York, NY 10306"
R2061,"MIDLAND AVE & COLONY ST, New York, NY 10306"
M7298,"IRT 1 ? W 207 ST & 10 AVE, New York, NY 10034"
X4497,"BAYCHESTER AVE OPP BLDG #16, New York, NY NA"
B7087,"BMT J&Z @ CRESCENT ST & FULTON ST, New York, NY NA"
Q0415,"STA 205-IND A&S-BCH 60 ST & RCWY FREEWAY, New York, NY NA"
B7074,"BMT N @ 18 AVE &  64 ST, New York, NY NA"
B7030,"BMT M&R @ PROSPECT  & 4 AVES, New York, NY NA"
R2435,"HITCHCOCK A & ST. ANDREWS RD\RICH VFD, New York, NY 10306"
Q6861,"118 AVE & 236 ST, New York, NY 11411"
R2489,"RICHMOND RD & NEW DORP LA, New York, NY 10306"
R1485,"FR CAPODANNO BLVD & CROMWELL AVE, New York, NY NA"
R8064,"PS 29 1581 VICTORY BLVD/SLOSSON AVE, New York, NY NA"
R1189,"POND WAY 400 FT SOUTH OF ARLINGTON PLACE, New York, NY 10303"
X4163,"THROGS NK XWAY N/B SR 200' N SAMPSON AVE, New York, NY NA"
R2456,"LAWN AVE & ST ANDREWS RD\RICHMOND VFD, New York, NY 10306"
R2815,"GIBSON AND SCHLEY AVE, New York, NY 10308"
Q0465,"STA 282-IND G-21ST-VAN ALST & JACKSON AV, New York, NY NA"
R1264,"PARKINSON AVE AND MC CORMICK PL, New York, NY 10305"
R3256,"EAST FIGOREA AND ABINGDON AVES, New York, NY 10308"
R1870,"JEFFERSON AND SOUTH RAILROAD AVES, New York, NY NA"
M1973,"WARDS ISL WARDS MEADOW FIELDS, New York, NY 10035"
R3489,"AMBOY RD & GIFFORDS LA, New York, NY 10308"
M8462,"RFK BRIDGE - MANHATTAN SPUR -, New York, NY NA"
M2034,"VESEY PL & RIVER TERR, New York, NY 10281"
B7244,"IND F @ DITMAS & MCDONALD AVES, New York, NY NA"
X7421,"IRT 2&5 -E GUN HILL RD & WHITE PLAINS RD, New York, NY NA"
R3781,"MIMOSA LANE & DOGWOOD DRIVE, New York, NY 10312"
X8922,"NEW ENG THWY BET ALDRICH ST & CITY LINE, New York, NY 10803"
X4308,"WATERS PL F/O ADMIN BLDG BX STATE HOSP, New York, NY NA"
M8437,"LINCOLN TUNL CNTR TUBE DYER PL & W 40 ST, New York, NY NA"
R4397,"AMBOY RD OPP TERRACE AVE, New York, NY 10309"
M8513,"RIVERBANK PARK W-END OF 145 ST RAMP, New York, NY NA"
R3017,"BROOK AVE AND HYLAN BLVD, New York, NY 10306"
X8959,"THROGS NECK BRIDGE ? TOLL PLAZA, New York, NY NA"
R2825,"DALEHAM & TROY STS\RICHMOND VFD, New York, NY 10308"
R1218,"FR CAPODANNO BLVD & ANDREWS ST, New York, NY 10305"
R0231,"MURRAY HULBERT AV & HANNAH ST N, New York, NY 10301"
R3564,"HAMPTON GREEN & BARCLAY CIR-VILLAGE GREE, New York, NY 10312"
R3234,"RIDGEWOOD AVE & OPP COURT, New York, NY 10312"
M7399,"IRT 6 ? E 68 ST & LEXINGTON AVE, New York, NY 10065"
B7046,"BMT B&Q @ CORTELYOU RD & E 16 ST, New York, NY NA"
R2284,"TYSENS LANE AND SOUTH RAILROAD AVE, New York, NY 10306"
R2472,"AMBOY RD & BISHOP ST/RVFD, New York, NY 10306"
R3328,"MULDOON AVE W OF W SERVICE RD, New York, NY 10309"
B7024,"BMT M&R @ COURT ST & MONTAGUE ST, New York, NY 11201"
Q0454,"STA 454-IRT 7- 74 ST-BWAY & ROOSEVELT AV, New York, NY NA"
R0939,"WRIGHT AVE & GIGI ST, New York, NY 10303"
R3145,"VICTORY BLVD & MELVIN AV\OCEANIC VFD, New York, NY 10314"
Q5170,"G. C. P. S/SVC RD & PARSON BLVD, New York, NY 11432"
R3498,"CLEVELAND AVE & MONTICELLO TERR, New York, NY 10308"
X7423,"IRT 2&5 - ALLERTON AVE & WHITE PLAINS RD, New York, NY 10467"
M0850,"FDR DRIVE & 49 ST, New York, NY 10017"
B7126,"BMT L @ JEFFERSON ST &  WYCKOFF AVE, New York, NY NA"
R1854,"PATTERSON AVE & SLATER BLVD, New York, NY 10305"
R3410,"JUSTIN AVE AND NORTH RAILROAD AVE, New York, NY 10306"
M7412,"IRT 4&5 ? FULTON ST & BROADWAY, New York, NY 10038"
X4367,"EINSTEIN LOOP OPP BLDG 28C S/SECT CO-OP, New York, NY 10475"
