,alarm_box_borough,alarm_box_location,alarm_box_number,alarm_level_index_description,alarm_source_description_tx,citycouncildistrict,communitydistrict,communityschooldistrict,congressionaldistrict,dispatch_response_seconds_qy,engines_assigned_quantity,first_activation_datetime,first_assignment_datetime,first_on_scene_datetime,highest_alarm_level,incident_borough,incident_classification,incident_classification_group,incident_close_datetime,incident_datetime,incident_response_seconds_qy,incident_travel_tm_seconds_qy,ladders_assigned_quantity,other_units_assigned_quantity,policeprecinct,starfire_incident_id,valid_dispatch_rspns_time_indc,valid_incident_rspns_time_indc,zipcode,Address,Lat,Lon
747,BROOKLYN,CONEY ISLAND AVE & AVENUE V,3347,Initial Alarm,PD Link/Medical,47,315,21,11,4,1,2017-05-15T13:08:27.000,2017-05-15T13:08:00.000,2017-05-15T13:11:40.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-05-15T13:23:01.000,2017-05-15T13:07:56.000,224,220,0,0,61,1.71E+15,N,Y,11223,"CONEY ISLAND AVE & AVENUE V, New York, NY 11223",40.6130653,-73.9630263
748,MANHATTAN,POWELL BLVD & 126 ST,1488,Initial Alarm,UCT/911,9,110,5,13,7,1,2017-02-10T16:11:42.000,2017-02-10T16:11:19.000,2017-02-10T16:15:13.000,First Alarm,MANHATTAN,Vehicle Accident - Other,NonMedical Emergencies,2017-02-10T16:27:23.000,2017-02-10T16:11:12.000,241,234,1,2,28,1.70E+15,N,Y,10027,"POWELL BLVD & 126 ST, New York, NY 10027",40.809609,-73.947761
749,BRONX,SHERIDAN AVE & MARCY PL,2725,Initial Alarm,UCT/911,16,204,9,15,8,3,2017-03-15T21:31:40.000,2017-03-15T21:31:26.000,2017-03-15T21:34:22.000,First Alarm,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,2017-03-15T21:49:16.000,2017-03-15T21:31:18.000,184,176,2,1,44,1.71E+15,N,Y,10456,"SHERIDAN AVE & MARCY PL, New York, NY 10456",40.8348316,-73.9159687
750,MANHATTAN,1 AVE & 72 ST,1032,Initial Alarm,PD Link/Medical,5,108,2,12,23,1,2017-11-29T15:14:00.000,2017-11-29T15:13:42.000,NA,First Alarm,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,2017-11-29T15:17:26.000,2017-11-29T15:13:19.000,0,0,0,0,19,1.73E+15,N,N,10021,"1 AVE & 72 ST, New York, NY 10021",40.763368,-73.95924
751,BRONX,FRANKLIN AVE & 167 ST,2560,Initial Alarm,PD Link/Medical,16,203,9,15,5,1,2017-02-02T10:31:19.000,2017-02-02T10:30:56.000,NA,First Alarm,BRONX,Medical - PD Link 10-91,Medical Emergencies,2017-02-02T10:36:33.000,2017-02-02T10:30:51.000,0,0,0,0,42,1.70E+15,N,N,10456,"FRANKLIN AVE & 167 ST, New York, NY 10456",40.6813005,-73.9556916
752,MANHATTAN,MADISON AVE & 89 ST,1186,Initial Alarm,Private Fire Alarm,4,108,2,12,42,1,2017-02-19T15:14:58.000,2017-02-19T15:14:48.000,2017-02-19T15:18:31.000,First Alarm,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,2017-02-19T15:23:33.000,2017-02-19T15:14:06.000,265,223,1,1,19,1.71E+15,N,Y,10128,"MADISON AVE & 89 ST, New York, NY 10128",40.7785833,-73.9604646
753,QUEENS,NORTHERN BLVD & 147 ST,6999,Initial Alarm,Phone,NA,NA,NA,NA,15,1,2017-02-16T15:22:55.000,2017-02-16T15:22:36.000,2017-02-16T15:27:22.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-02-16T15:30:58.000,2017-02-16T15:22:21.000,301,286,0,0,NA,1.70E+15,N,Y,NA,"NORTHERN BLVD & 147 ST, New York, NY NA",40.765074,-73.819427
754,BRONX,BAILEY AV 200' SOUTH OF HEATH AV,3363,Initial Alarm,UCT/911,14,207,10,13,6,0,2017-01-17T17:19:54.000,2017-01-17T17:19:34.000,2017-01-17T17:24:08.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-01-17T17:36:42.000,2017-01-17T17:19:28.000,280,274,1,0,52,1.70E+15,N,Y,10463,"BAILEY AV 200' SOUTH OF HEATH AV, New York, NY 10463",40.875827,-73.9041965
755,MANHATTAN,SHERMAN AVE & DYCKMAN ST,1789,Initial Alarm,EMS Link/Medical,10,112,6,13,5,1,2017-10-09T21:43:51.000,2017-10-09T21:43:38.000,2017-10-09T21:45:17.000,First Alarm,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,2017-10-09T21:47:10.000,2017-10-09T21:43:33.000,104,99,0,0,34,1.73E+15,N,Y,10040,"SHERMAN AVE & DYCKMAN ST, New York, NY 10040",40.863583,-73.92602
756,QUEENS,HEYSON RD & BEACH 15 ST,1092,Initial Alarm,Phone,31,414,27,5,142,3,2017-06-18T21:52:58.000,2017-06-18T21:52:38.000,2017-06-18T21:57:33.000,First Alarm,QUEENS,Defective Oil Burner,NonMedical Emergencies,2017-06-18T22:17:26.000,2017-06-18T21:50:16.000,437,295,2,1,101,1.72E+15,N,Y,11691,"HEYSON RD & BEACH 15 ST, New York, NY 11691",40.5961072,-73.7475703
757,BRONX,SHORE RD S/S OF BARTOW TRAFFIC CIRCLE,4501,Initial Alarm,EMS Link/Medical,13,228,11,14,14,1,2017-10-15T17:44:59.000,2017-10-15T17:44:13.000,2017-10-15T17:48:03.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-10-15T18:03:56.000,2017-10-15T17:43:59.000,244,230,0,0,45,1.73E+15,N,Y,10464,"SHORE RD S/S OF BARTOW TRAFFIC CIRCLE, New York, NY 10464",40.864318,-73.7977928
758,QUEENS,43 AVE & 45 ST,7304,Initial Alarm,EMS Link/Medical,26,402,30,14,6,1,2017-03-13T08:14:14.000,2017-03-13T08:13:47.000,2017-03-13T08:18:49.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-03-13T08:34:14.000,2017-03-13T08:13:41.000,308,302,0,0,108,1.71E+15,N,Y,11104,"43 AVE & 45 ST, New York, NY 11104",40.745022,-73.919271
759,MANHATTAN,WADSWORTH AVE AND 183RD ST,1755,Initial Alarm,UCT/911,10,112,6,13,13,0,2017-01-07T15:30:17.000,2017-01-07T15:30:01.000,2017-01-07T15:43:18.000,First Alarm,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,2017-01-07T16:04:06.000,2017-01-07T15:29:48.000,810,797,1,0,34,1.70E+15,N,Y,10033,"WADSWORTH AVE AND 183RD ST, New York, NY 10033",40.8510335,-73.9341173
760,BROOKLYN,AVENUE N & E 2 ST,2949,Initial Alarm,Private Fire Alarm,44,312,21,10,68,1,2017-12-19T12:34:59.000,2017-12-19T12:34:36.000,NA,First Alarm,BROOKLYN,Alarm System - Testing,NonMedical Emergencies,2017-12-19T12:37:52.000,2017-12-19T12:33:28.000,0,0,1,0,66,1.74E+15,N,N,11230,"AVENUE N & E 2 ST, New York, NY 11230",40.614153,-73.97292
761,QUEENS,WALDRON & 108 ST,9248,Initial Alarm,UCT/911,21,404,24,14,19,1,2017-05-03T07:23:39.000,2017-05-03T07:23:07.000,2017-05-03T07:28:02.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-05-03T08:21:26.000,2017-05-03T07:22:48.000,314,295,0,0,110,1.71E+15,N,Y,11368,"WALDRON & 108 ST, New York, NY 11368",40.739289,-73.852873
762,QUEENS,ROOSEVELT AVE & 64 ST,7818,Initial Alarm,EMS Link/Medical,26,402,24,14,8,1,2017-10-06T05:53:53.000,2017-10-06T05:53:20.000,NA,First Alarm,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,2017-10-06T05:55:52.000,2017-10-06T05:53:12.000,0,0,0,0,108,1.73E+15,N,N,11377,"ROOSEVELT AVE & 64 ST, New York, NY 11377",40.7499024,-73.8624932
763,BROOKLYN,UTICA AVE & DEAN ST,1615,DEFAULT RECORD,UCT/911,36,308,16,8,8,1,2017-08-13T12:13:11.000,2017-08-13T12:12:53.000,2017-08-13T12:15:36.000,First Alarm,BROOKLYN,Non-Medical MFA - Phone,NonMedical MFAs,2017-08-13T12:18:58.000,2017-08-13T12:12:45.000,171,163,1,0,77,1.72E+15,N,Y,11233,"UTICA AVE & DEAN ST, New York, NY 11233",40.6460282,-73.9297873
764,BROOKLYN,LIVINGSTON & NEVINS STS,590,Initial Alarm,EMS Link/Medical,33,302,15,8,51,1,2017-08-13T03:26:08.000,2017-08-13T03:25:42.000,2017-08-13T03:28:35.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-08-13T03:56:45.000,2017-08-13T03:24:51.000,224,173,1,0,84,1.72E+15,N,Y,11217,"LIVINGSTON & NEVINS STS, New York, NY 11217",40.7862871,-74.3300842
765,MANHATTAN,COLUMBUS AVE & 62 ST,956,Initial Alarm,UCT/911,3,107,3,10,7,0,2017-09-16T18:36:05.000,2017-09-16T18:35:41.000,2017-09-16T18:40:33.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-09-16T19:02:47.000,2017-09-16T18:35:34.000,299,292,1,0,20,1.73E+15,N,Y,10023,"COLUMBUS AVE & 62 ST, New York, NY 10023",40.7851685,-73.9731314
766,MANHATTAN,POWELL BLVD & W 129 ST,1513,Initial Alarm,UCT/911,9,110,5,13,6,0,2017-05-22T12:49:10.000,2017-05-22T12:48:52.000,2017-05-22T12:53:14.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-05-22T13:05:55.000,2017-05-22T12:48:46.000,268,262,1,0,32,1.71E+15,N,Y,10027,"POWELL BLVD & W 129 ST, New York, NY 10027",40.811565,-73.946584
767,QUEENS,QNS MID-TOWN TUNNEL HWY OVER 29 ST,8379,Initial Alarm,Verbal,26,402,24,12,82,2,2017-04-09T17:54:23.000,2017-04-09T17:54:07.000,2017-04-09T18:03:23.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-04-09T18:42:49.000,2017-04-09T17:52:45.000,638,556,2,1,108,1.71E+15,N,Y,11101,"QNS MID-TOWN TUNNEL HWY OVER 29 ST, New York, NY 11101",40.7451334,-73.9641456
768,BROOKLYN,MAUJER ST & HUMBOLDT ST,265,Initial Alarm,Phone,34,301,14,7,35,3,2017-12-01T17:58:03.000,2017-12-01T17:57:50.000,2017-12-01T18:01:55.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-12-01T18:11:12.000,2017-12-01T17:57:15.000,280,245,2,1,90,1.73E+15,N,Y,11206,"MAUJER ST & HUMBOLDT ST, New York, NY 11206",40.7109805,-73.9429465
769,MANHATTAN,AMSTERDAM AVE AND 181ST ST,1745,Initial Alarm,UCT/911,10,112,6,13,12,0,2017-10-27T22:53:52.000,2017-10-27T22:53:19.000,2017-10-27T22:56:56.000,First Alarm,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,2017-10-27T23:03:38.000,2017-10-27T22:53:07.000,229,217,1,0,34,1.73E+15,N,Y,10033,"AMSTERDAM AVE AND 181ST ST, New York, NY 10033",40.8480972,-73.9309126
770,RICHMOND / STATEN ISLAND,TOMPKINS AVE & GREENFIELD AVE,451,Initial Alarm,EMS Link/Medical,49,501,31,11,5,1,2017-02-28T09:22:34.000,2017-02-28T09:22:13.000,2017-02-28T09:25:43.000,First Alarm,RICHMOND / STATEN ISLAND,Medical - Assist Civilian,Medical Emergencies,2017-02-28T09:34:55.000,2017-02-28T09:22:08.000,215,210,0,0,120,1.71E+15,N,Y,10304,"TOMPKINS AVE & GREENFIELD AVE, New York, NY 10304",40.6901658,-73.9452735
771,MANHATTAN,8 AVE & W 49 ST,849,Initial Alarm,EMS Link/Medical,3,104,2,12,13,1,2017-02-22T15:43:52.000,2017-02-22T15:43:22.000,2017-02-22T15:47:38.000,First Alarm,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,2017-02-22T15:52:04.000,2017-02-22T15:43:09.000,269,256,0,0,18,1.71E+15,N,Y,10019,"8 AVE & W 49 ST, New York, NY 10019",40.8165192,-73.9465432
772,MANHATTAN,W 112 ST & LENOX AVE\MALCOLM X BLVD,1351,Initial Alarm,PD Link/Medical,9,110,3,13,9,2,2017-09-20T22:44:44.000,2017-09-20T22:44:16.000,2017-09-20T22:48:47.000,First Alarm,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,2017-09-20T23:31:30.000,2017-09-20T22:44:07.000,280,271,0,0,28,1.73E+15,N,Y,10026,"W 112 ST & LENOX AVE\MALCOLM X BLVD, New York, NY 10026",40.8021738,-73.9579611
773,BRONX,FT OF ELGAR PL S/SECT CO-OP CITY,4369,Initial Alarm,PD Link/Medical,12,210,11,16,25,2,2017-03-15T06:11:05.000,2017-03-15T06:10:40.000,2017-03-15T06:19:57.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-03-15T07:43:45.000,2017-03-15T06:10:15.000,582,557,0,0,45,1.71E+15,N,N,10475,"FT OF ELGAR PL S/SECT CO-OP CITY, New York, NY 10475",40.8637796,-73.8218838
774,BRONX,JACKSON AVE & E 149 ST,2231,Initial Alarm,UCT/911,8,201,7,15,9,3,2017-03-01T19:27:26.000,2017-03-01T19:27:07.000,2017-03-01T19:30:25.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-03-01T19:34:57.000,2017-03-01T19:26:58.000,207,198,2,1,40,1.71E+15,N,Y,10455,"JACKSON AVE & E 149 ST, New York, NY 10455",40.813233,-73.909087
775,BROOKLYN,LAFAYETTE & NOSTRAND AVES,661,Initial Alarm,UCT/911,36,303,13,8,4,0,2017-11-18T16:13:34.000,2017-11-18T16:13:14.000,2017-11-18T16:17:06.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-11-18T16:23:49.000,2017-11-18T16:13:10.000,236,232,1,0,79,1.73E+15,N,Y,11205,"LAFAYETTE & NOSTRAND AVES, New York, NY 11205",40.689856,-73.951462
776,BRONX,WEBSTER AVE & 167 ST,2563,Initial Alarm,EMS Link/Medical,16,203,9,15,7,1,2017-07-25T14:48:41.000,2017-07-25T14:48:09.000,2017-07-25T14:53:00.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-07-25T14:57:58.000,2017-07-25T14:48:02.000,298,291,0,0,42,1.72E+15,N,Y,10456,"WEBSTER AVE & 167 ST, New York, NY 10456",40.8648841,-73.8873042
777,MANHATTAN,CENTRAL PARK W & W 75 ST,1057,Initial Alarm,PD Link/Medical,6,107,3,10,3,1,2017-06-12T11:18:36.000,2017-06-12T11:18:25.000,NA,First Alarm,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,2017-06-12T11:23:57.000,2017-06-12T11:18:22.000,0,0,0,0,20,1.72E+15,N,N,10023,"CENTRAL PARK W & W 75 ST, New York, NY 10023",40.7848582,-73.9696519
778,BRONX,MORRIS AVE & E FORDHAM RD,3340,Initial Alarm,EMS Link/Medical,14,205,10,15,6,1,2017-02-16T05:42:58.000,2017-02-16T05:42:35.000,NA,First Alarm,BRONX,Medical - EMS Link 10-91,Medical Emergencies,2017-02-16T05:47:02.000,2017-02-16T05:42:29.000,0,0,0,0,46,1.70E+15,N,N,10468,"MORRIS AVE & E FORDHAM RD, New York, NY 10468",40.862355,-73.899956
779,MANHATTAN,BROADWAY & 169 ST,1704,Initial Alarm,UCT/911,10,112,6,13,7,0,2017-04-26T20:59:01.000,2017-04-26T20:58:45.000,2017-04-26T21:06:43.000,First Alarm,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,2017-04-26T21:13:30.000,2017-04-26T20:58:38.000,485,478,1,0,33,1.71E+15,N,Y,10032,"BROADWAY & 169 ST, New York, NY 10032",40.84171,-73.939406
780,BROOKLYN,DEAN ST & 6 AVE,1236,Initial Alarm,Verbal,35,308,13,9,17,0,2017-06-04T12:53:49.000,2017-06-04T12:53:49.000,2017-06-04T12:55:59.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-06-04T13:06:09.000,2017-06-04T12:53:32.000,147,130,1,0,78,1.72E+15,N,Y,11217,"DEAN ST & 6 AVE, New York, NY 11217",40.6768827,-73.949845
781,BROOKLYN,SHEEPSHEAD BAY RD & E 16 ST,3304,Initial Alarm,EMS Link/Medical,48,315,22,9,6,1,2017-03-27T23:04:05.000,2017-03-27T23:03:43.000,2017-03-27T23:09:31.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-03-27T23:20:53.000,2017-03-27T23:03:37.000,354,348,0,0,61,1.71E+15,N,Y,11235,"SHEEPSHEAD BAY RD & E 16 ST, New York, NY 11235",40.5876819,-73.9552308
782,MANHATTAN,10 AVE & W 43 ST,798,Initial Alarm,Verbal,3,104,2,10,49,2,2017-10-22T12:27:44.000,2017-10-22T12:27:37.000,2017-10-22T12:33:33.000,First Alarm,MANHATTAN,Vehicle Accident - Other,NonMedical Emergencies,2017-10-22T13:26:17.000,2017-10-22T12:26:48.000,405,356,1,3,18,1.73E+15,N,Y,10036,"10 AVE & W 43 ST, New York, NY 10036",40.1815,-74.026487
783,BRONX,ALEXANDER AVE & 135 ST,2127,DEFAULT RECORD,EMS Link/Medical,8,201,7,15,5,1,2017-06-06T11:50:10.000,2017-06-06T11:49:41.000,2017-06-06T12:19:26.000,First Alarm,BRONX,Medical MFA - EMS Link,Medical MFAs,2017-06-06T12:20:21.000,2017-06-06T11:49:36.000,1790,1785,0,0,40,1.72E+15,N,N,10454,"ALEXANDER AVE & 135 ST, New York, NY 10454",40.80817,-73.926535
784,BROOKLYN,4 AVE & DOUGLASS ST,1243,DEFAULT RECORD,ERS No Contact,NA,NA,NA,NA,5,0,2017-07-12T00:52:22.000,2017-07-12T00:51:49.000,NA,First Alarm,BROOKLYN,Non-Medical MFA - ERS No Contact,NonMedical MFAs,2017-07-12T00:56:24.000,2017-07-12T00:51:44.000,0,0,0,1,NA,1.72E+15,N,N,NA,"4 AVE & DOUGLASS ST, New York, NY NA",40.6763747,-73.9850181
785,BROOKLYN,DWIGHT ST 225' S OF VERONA ST,3830,Initial Alarm,UCT/911,38,306,15,7,11,0,2017-04-19T22:02:48.000,2017-04-19T22:02:22.000,2017-04-19T22:05:46.000,First Alarm,BROOKLYN,Utility Emergency - Water,NonMedical Emergencies,2017-04-19T22:17:52.000,2017-04-19T22:02:11.000,215,204,1,0,76,1.71E+15,N,Y,11231,"DWIGHT ST 225' S OF VERONA ST, New York, NY 11231",40.6731709,-74.0124016
786,BROOKLYN,SARATOGA AVE & HALSEY ST,852,Initial Alarm,UCT/911,41,316,23,8,8,0,2017-03-04T12:16:30.000,2017-03-04T12:16:05.000,2017-03-04T12:20:53.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-03-04T12:31:12.000,2017-03-04T12:15:57.000,296,288,1,0,73,1.71E+15,N,Y,11233,"SARATOGA AVE & HALSEY ST, New York, NY 11233",40.6855,-73.917701
787,BROOKLYN,AVE P & OCEAN AVE,3330,Initial Alarm,UCT/911,48,314,22,9,14,2,2017-02-27T12:11:58.000,2017-02-27T12:11:38.000,2017-02-27T12:15:18.000,First Alarm,BROOKLYN,Odor - Other Than Smoke,NonMedical Emergencies,2017-02-27T12:41:58.000,2017-02-27T12:11:24.000,234,220,2,1,70,1.71E+15,N,Y,11230,"AVE P & OCEAN AVE, New York, NY 11230",40.610195,-73.9604433
788,BRONX,MORRIS PARK AVE & HUNT AVE,3215,Initial Alarm,PD Link/Medical,15,211,11,14,6,1,2017-04-13T17:04:44.000,2017-04-13T17:04:16.000,2017-04-13T17:07:12.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-04-13T17:08:33.000,2017-04-13T17:04:10.000,182,176,0,0,49,1.71E+15,N,Y,10462,"MORRIS PARK AVE & HUNT AVE, New York, NY 10462",40.84657,-73.8596887
789,RICHMOND / STATEN ISLAND,BARCLAY AVE & KINGHORN ST,4288,Initial Alarm,UCT/911,51,503,31,11,12,3,2017-06-04T10:13:53.000,2017-06-04T10:13:31.000,2017-06-04T10:18:15.000,First Alarm,RICHMOND / STATEN ISLAND,Utility Emergency - Electric,NonMedical Emergencies,2017-06-04T10:42:41.000,2017-06-04T10:13:19.000,296,284,2,1,123,1.72E+15,N,Y,10312,"BARCLAY AVE & KINGHORN ST, New York, NY 10312",40.5287,-74.168494
790,BROOKLYN,AVENUE H & E 34 ST,2430,Initial Alarm,EMS Link/Medical,45,317,22,9,5,1,2017-02-01T07:27:56.000,2017-02-01T07:27:33.000,NA,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-02-01T07:30:40.000,2017-02-01T07:27:28.000,0,0,0,0,67,1.70E+15,N,N,11203,"AVENUE H & E 34 ST, New York, NY 11203",40.6319,-73.943654
791,QUEENS,80 AVE & 64 LANE,5176,DEFAULT RECORD,ERS,NA,NA,NA,NA,29,1,2017-07-03T13:49:15.000,2017-07-03T13:48:53.000,2017-07-03T13:53:13.000,First Alarm,QUEENS,Non-Medical MFA - ERS,NonMedical MFAs,2017-07-03T13:53:26.000,2017-07-03T13:48:24.000,289,260,0,0,NA,1.72E+15,N,Y,NA,"80 AVE & 64 LANE, New York, NY NA",40.696081,-73.88932
792,QUEENS,36 RD & PRINCE ST,9409,Initial Alarm,Phone,20,407,25,6,81,0,2017-03-12T09:56:45.000,2017-03-12T09:56:25.000,2017-03-12T10:04:16.000,First Alarm,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-03-12T10:22:23.000,2017-03-12T09:55:04.000,552,471,1,0,109,1.71E+15,N,Y,11354,"36 RD & PRINCE ST, New York, NY 11354",40.761518,-73.832911
793,QUEENS,BEACH CHANNEL DR & B53 ST,1235,Initial Alarm,Private Fire Alarm,31,414,27,5,50,3,2017-12-24T10:48:08.000,2017-12-24T10:47:46.000,2017-12-24T10:50:14.000,First Alarm,QUEENS,Utility Emergency - Water,NonMedical Emergencies,2017-12-24T11:03:37.000,2017-12-24T10:46:56.000,198,148,2,1,101,1.74E+15,N,Y,11691,"BEACH CHANNEL DR & B53 ST, New York, NY 11691",40.5889257,-73.8164927
794,BRONX,WALTON AVE & 176 ST,2958,Initial Alarm,PD Link/Medical,14,205,10,15,67,1,2017-05-02T12:45:57.000,2017-05-02T12:45:33.000,2017-05-02T12:51:47.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-05-02T12:57:50.000,2017-05-02T12:44:26.000,441,374,0,0,46,1.71E+15,N,N,10453,"WALTON AVE & 176 ST, New York, NY 10453",40.8386546,-73.9166653
795,MANHATTAN,BROADWAY & 102 ST,1281,Initial Alarm,PD Link/Medical,7,107,3,10,357,1,2017-07-11T09:26:18.000,2017-07-11T09:26:00.000,2017-07-11T09:26:48.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-07-11T09:59:34.000,2017-07-11T09:20:03.000,405,48,0,0,24,1.72E+15,N,N,10025,"BROADWAY & 102 ST, New York, NY 10025",40.798442,-73.968917
796,MANHATTAN,WASHINGTON SQ EAST & 4 ST,383,Initial Alarm,Private Fire Alarm,1,102,2,10,60,3,2017-01-12T08:22:39.000,2017-01-12T08:22:11.000,2017-01-12T08:24:05.000,First Alarm,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,2017-01-12T08:33:14.000,2017-01-12T08:21:11.000,174,114,2,1,6,1.70E+15,N,Y,10012,"WASHINGTON SQ EAST & 4 ST, New York, NY 10012",40.7301664,-73.9960769
797,MANHATTAN,PARK AVE & 42 ST,789,Initial Alarm,Private Fire Alarm,4,105,2,12,55,3,2017-01-26T10:24:26.000,2017-01-26T10:24:02.000,2017-01-26T10:29:36.000,First Alarm,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,2017-01-26T11:03:30.000,2017-01-26T10:23:07.000,389,334,2,1,14,1.70E+15,N,Y,10165,"PARK AVE & 42 ST, New York, NY 10165",40.752182,-73.97779
798,MANHATTAN,LUDLOW ST & STANTON ST,404,Initial Alarm,Private Fire Alarm,1,103,1,12,55,1,2017-03-26T12:11:10.000,2017-03-26T12:10:57.000,2017-03-26T12:14:16.000,First Alarm,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,2017-03-26T12:24:01.000,2017-03-26T12:10:02.000,254,199,1,1,7,1.71E+15,N,Y,10002,"LUDLOW ST & STANTON ST, New York, NY 10002",40.7187313,-73.9890522
799,BROOKLYN,ATLANTIC AVE & HENRY ST,527,Initial Alarm,UCT/911,33,302,13,7,18,1,2017-11-19T06:00:27.000,2017-11-19T06:00:01.000,2017-11-19T06:04:20.000,First Alarm,BROOKLYN,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,2017-11-19T06:29:04.000,2017-11-19T05:59:43.000,277,259,1,1,84,1.73E+15,N,Y,11201,"ATLANTIC AVE & HENRY ST, New York, NY 11201",40.6762846,-73.9079141
800,QUEENS,59 AVE & 157 ST,4990,Initial Alarm,EMS Link/Medical,20,407,25,6,5,1,2017-02-09T09:47:10.000,2017-02-09T09:46:45.000,NA,First Alarm,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,2017-02-09T09:51:59.000,2017-02-09T09:46:40.000,0,0,0,0,109,1.70E+15,N,N,11355,"59 AVE & 157 ST, New York, NY 11355",40.740641,-73.811209
801,MANHATTAN,WARDS ISL CENTRAL FIELDS,1976,Initial Alarm,EMS Link/Medical,8,111,4,12,9,1,2017-11-10T05:17:48.000,2017-11-10T05:17:19.000,NA,First Alarm,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,2017-11-10T05:23:19.000,2017-11-10T05:17:10.000,0,0,0,0,25,1.73E+15,N,N,10035,"WARDS ISL CENTRAL FIELDS, New York, NY 10035",40.7976036,-73.9171187
802,QUEENS,ALBERT RD & WHITELAW ST,2129,Initial Alarm,UCT/911,32,410,27,8,12,1,2017-06-11T18:47:45.000,2017-06-11T18:47:14.000,2017-06-11T18:55:19.000,First Alarm,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-06-11T19:16:25.000,2017-06-11T18:47:02.000,497,485,0,0,106,1.72E+15,N,Y,11417,"ALBERT RD & WHITELAW ST, New York, NY 11417",40.671849,-73.846587
803,MANHATTAN,AMSTERDAM AVE & 63 ST,958,Initial Alarm,UCT/911,6,107,3,10,20,3,2017-03-12T20:00:50.000,2017-03-12T20:00:41.000,2017-03-12T20:03:08.000,First Alarm,MANHATTAN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,2017-03-12T20:21:13.000,2017-03-12T20:00:21.000,167,147,2,2,20,1.71E+15,N,Y,10023,"AMSTERDAM AVE & 63 ST, New York, NY 10023",40.8134111,-73.9562384
804,QUEENS,19TH AVE AND 45TH ST,7599,Initial Alarm,EMS Link/Medical,22,480,30,14,4,1,2017-02-22T18:54:41.000,2017-02-22T18:54:13.000,NA,First Alarm,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,2017-02-22T18:59:36.000,2017-02-22T18:54:09.000,0,0,0,0,114,1.71E+15,N,N,11105,"19TH AVE AND 45TH ST, New York, NY 11105",40.776247,-73.8965681
805,QUEENS,91 AVE & 143 ST,9816,DEFAULT RECORD,ERS No Contact,NA,NA,NA,NA,6,1,2017-08-05T23:48:06.000,2017-08-05T23:47:50.000,2017-08-05T23:52:47.000,First Alarm,QUEENS,Non-Medical MFA - ERS No Contact,NonMedical MFAs,2017-08-05T23:53:09.000,2017-08-05T23:47:44.000,303,297,0,0,NA,1.72E+15,N,Y,NA,"91 AVE & 143 ST, New York, NY NA",40.700523,-73.811052
